Date,Open,High,Low,Close,Volume
2000-09-22,33.6227,33.9944,33.3098,33.754,7782100.5028994
2000-09-25,33.7266,33.9571,33.3746,33.7266,5613150.7255395
2000-09-26,33.7266,33.9051,32.9333,33.2638,6423047.0831478
2000-09-27,33.2461,33.6865,32.8931,33.4688,6078205.7387827
2000-09-28,33.5492,33.9571,32.7146,32.8695,8890849.5015889
2000-09-29,32.8206,33.5099,32.644,33.0696,7423992.5000779
2000-10-02,33.1539,33.1775,32.4684,32.8019,5936260.6511218
2000-10-03,32.7588,33.0196,32.3616,32.5586,6204912.014455
2000-10-04,32.3842,32.9961,31.7801,31.7801,9665191.0105886
2000-10-05,32.2026,32.9961,32.0683,32.7588,9132122.1936773
2000-10-06,32.7146,33.1305,32.1154,32.4901,6593211.0977466
2000-10-09,32.4901,32.7362,32.1154,32.1371,4111584.229752
2000-10-10,32.5155,33.4461,32.2273,33.3098,8612038.5903541
2000-10-11,33.5099,33.8816,33.2265,33.8021,11121599.881235
2000-10-12,33.7266,34.3072,33.3098,34.1523,13091889.351101
2000-10-13,34.1945,34.3072,33.6658,33.7266,12847790.993327
2000-10-16,33.7266,34.263,33.5796,34.1307,7903728.5342124
2000-10-17,33.8021,34.3072,33.5796,34.1718,12732937.013676
2000-10-18,33.6227,34.062,33.1138,33.1775,9945691.6107598
2000-10-19,32.5586,32.9333,31.9859,32.2881,15462897.168927
2000-10-20,32.2026,32.644,32.0468,32.339,8821422.3552135
2000-10-23,32.3842,32.8695,32.2273,32.2273,10174269.711678
2000-10-24,32.2507,32.5381,31.8928,32.2694,8676942.2242842
2000-10-25,32.2694,33.4217,32.2273,33.0696,10779296.639322
2000-10-26,32.9961,33.401,32.7588,32.7803,7011705.3404197
2000-10-27,32.7146,33.0196,32.4684,32.644,5512685.1049063
2000-10-30,32.9529,33.2893,32.6646,33.2265,6191364.9308583
2000-10-31,33.051,33.051,32.2026,32.4253,9842409.50199
2000-11-01,32.3842,32.443,31.4024,32.0282,13328650.767477
2000-11-02,32.2026,32.2273,31.3839,31.63,13245681.636144
2000-11-03,31.7584,32.443,31.4251,32.2694,8229664.1254814
2000-11-06,32.4028,32.7146,32.2026,32.4028,8215552.1126929
2000-11-07,32.3842,32.692,31.935,32.4253,6945680.0059283
2000-11-08,32.7146,33.3539,32.7146,32.8931,8658035.4514603
2000-11-09,32.8931,33.1981,32.0282,32.9333,7994876.9020927
2000-11-10,32.8695,33.6001,32.692,33.2461,8564064.4770767
2000-11-13,33.1539,33.5492,32.4684,32.7588,8973531.0696873
2000-11-14,32.7146,33.3098,32.339,33.3098,7540822.7121722
2000-11-15,33.1775,33.4461,32.9961,33.4461,5905785.0666002
2000-11-16,33.4461,33.4688,32.8695,33.1539,5068787.4037041
2000-11-17,33.4461,33.6442,33.2893,33.6001,7466606.924128
2000-11-20,33.6001,34.2415,33.6001,33.9777,7771657.470674
2000-11-21,34.0836,34.569,33.8228,34.5308,10207005.012967
2000-11-22,33.9051,34.3523,33.7266,34.0836,7752754.7767612
2000-11-24,34.0836,34.0836,33.1981,33.5796,4229827.7845534
2000-11-27,33.6865,34.4346,33.3098,34.3964,7728484.2357988
2000-11-28,34.5926,35.3732,34.4346,35.3732,15782057.688807
2000-11-29,35.1956,35.6144,35.1956,35.4113,10651745.009319
2000-11-30,35.4113,36.3656,35.2388,35.3231,21063061.661151
2000-12-01,35.0603,35.3231,34.1523,34.5308,14708869.657093
2000-12-04,33.8609,35.3231,33.8609,35.1731,8553903.9094473
2000-12-05,35.2388,35.2388,34.5308,35.1447,8834972.4979936
2000-12-06,34.5308,34.8848,33.754,33.9571,11812417.526988
2000-12-07,34.4346,34.6171,33.9777,34.2886,7049803.3901191
2000-12-08,33.7797,34.3278,33.7797,34.0405,8993282.1771155
2000-12-11,33.9051,34.263,33.6442,33.7797,8231070.3300941
2000-12-12,33.754,34.6171,33.7266,34.263,9206624.5252284
2000-12-13,34.6171,35.1956,34.4886,34.8642,10632555.771898
2000-12-14,34.8848,35.1231,34.5111,35.0603,9878532.3389737
2000-12-15,35.0603,35.3231,34.8201,34.8201,16355475.094635
2000-12-18,34.8201,35.0378,34.3758,34.8201,8289768.9204649
2000-12-19,34.8397,35.3006,34.8201,35.0378,6354195.063242
2000-12-20,35.1231,35.9253,35.1044,35.5486,13547914.674827
2000-12-21,35.4113,36.0096,35.3231,35.6771,15379082.683263
2000-12-22,35.8331,36.0321,35.5486,35.8537,9849179.474741
2000-12-26,35.8537,36.3215,35.8124,36.1665,4949712.7707595
2000-12-27,35.8537,36.9893,35.8537,36.3656,8394179.8678904
2000-12-28,36.4558,37.2502,36.4558,36.9893,9371989.7008807
2000-12-29,37.0078,37.4061,36.8942,37.0962,7001548.8517014
2001-01-02,36.7226,36.9677,35.8822,36.0321,12494481.829452
2001-01-03,36.3656,36.6097,34.569,34.8848,15980724.114667
2001-01-04,34.6435,34.6632,33.6001,34.1307,18259730.05246
2001-01-05,34.4171,35.278,33.8228,34.569,13089912.098931
2001-01-08,34.3278,35.1447,34.263,34.5308,7788873.5348338
2001-01-09,34.6171,34.9701,34.4171,34.7701,8997229.5433633
2001-01-10,34.9476,34.9701,33.6865,33.8609,10616469.566123
2001-01-11,33.9051,34.062,32.5586,32.644,11866875.06951
2001-01-12,32.8411,33.4865,32.8411,33.401,9556260.629629
2001-01-16,33.2638,33.5315,33.051,33.2638,8607805.7003271
2001-01-17,33.2265,33.2461,32.2273,32.3842,11043997.577224
2001-01-18,32.7146,33.5315,32.692,33.1981,13178521.344632
2001-01-19,32.8019,33.4461,32.7588,33.2461,11126395.660999
2001-01-22,33.6442,33.8816,33.1305,33.3098,10408772.431015
2001-01-23,33.3098,33.5099,32.6646,32.7362,11975243.58046
2001-01-24,32.3842,32.4028,31.9154,31.9859,15609635.996897
2001-01-25,32.0076,32.6028,31.9565,32.4028,11152923.879273
2001-01-26,32.7588,33.0196,32.4028,32.4684,9366061.0035505
2001-01-29,32.6646,32.8411,32.3105,32.3616,7338773.8492556
2001-01-30,32.4901,32.8411,32.3105,32.3616,7087898.3806351
2001-01-31,32.8411,32.9784,32.0468,32.8931,12127627.621435
2001-02-01,32.8931,33.3098,32.8931,33.1539,8766680.3086407
2001-02-02,33.3746,33.7797,33.3746,33.6001,9206063.6749477
2001-02-05,33.6658,33.8228,33.0892,33.1775,8002216.9026745
2001-02-06,33.1775,33.3334,32.9166,32.9961,7271892.9631543
2001-02-07,33.2638,33.6658,33.0696,33.5099,7666686.6926956
2001-02-08,33.4461,33.6658,33.2893,33.4217,6635823.4823412
2001-02-09,33.754,33.9051,33.5315,33.5492,8184227.0949281
2001-02-12,34.0836,34.7043,34.0836,34.6435,12623445.782436
2001-02-13,34.4346,34.5926,34.0836,34.2179,11634913.511808
2001-02-14,34.2179,34.2415,33.5492,33.7797,8127505.7567284
2001-02-15,33.8228,33.9051,33.1775,33.3746,11396737.732996
2001-02-16,33.1305,33.5796,33.051,33.4865,11126680.16505
2001-02-20,33.5315,34.0405,33.5315,34.0169,7554369.7957688
2001-02-21,34.3072,34.6847,34.1523,34.3523,7859702.8069107
2001-02-22,34.3523,34.5926,33.706,34.1945,7848982.4087285
2001-02-23,33.7266,33.9571,33.5315,33.8415,7828378.8088736
2001-02-26,33.8415,34.0169,33.4217,33.9365,7171713.8860281
2001-02-27,33.9365,34.1718,33.8021,33.9944,6245828.5917465
2001-02-28,34.062,34.7043,34.062,34.4886,9748437.5078787
2001-03-01,34.6632,35.2388,34.6632,35.1044,14498351.954938
2001-03-02,35.1956,35.3938,34.5111,35.1231,9819268.8194112
2001-03-05,34.8201,34.9955,34.5111,34.9054,6039546.8388028
2001-03-06,34.8201,34.8201,34.1718,34.3072,8530766.2860517
2001-03-07,34.3072,34.3072,33.3746,33.6001,9769039.0682779
2001-03-08,33.6001,34.7289,33.4688,34.6847,11132600.704558
2001-03-09,34.7289,34.8201,33.8228,34.263,11678371.250734
2001-03-12,34.263,34.3758,33.5099,33.6442,9518730.5683047
2001-03-13,33.6227,33.6442,32.8206,33.3539,14029056.913574
2001-03-14,33.2638,33.2638,32.6224,33.051,9798385.8141439
2001-03-15,33.051,33.0892,32.6028,33.0892,10536331.199114
2001-03-16,32.9529,33.3539,32.4253,32.6028,15857404.354963
2001-03-19,32.3145,32.7646,32.2096,32.5891,8125249.0991448
2001-03-20,32.5509,32.7146,32.1371,32.1732,9014731.1313023
2001-03-21,32.0683,32.091,30.5994,30.9141,16752806.926628
2001-03-22,30.5102,31.1858,29.656,31.1142,19140179.335915
2001-03-23,31.0632,31.4652,30.7935,31.2613,16186723.403015
2001-03-26,31.0073,31.0073,30.1266,30.2551,24016795.979736
2001-03-27,29.4128,29.5226,28.5243,29.506,93188514.821648
2001-03-28,29.5853,30.5954,29.5853,30.5757,44856358.804057
2001-03-29,30.5757,31.3947,30.5316,31.3211,28190185.910414
2001-03-30,31.5397,31.6075,30.9073,30.9985,22082908.752267
2001-04-02,31.0073,31.0416,30.4798,30.9426,16187572.836258
2001-04-03,30.7239,31.0798,30.4042,30.5179,15639830.13655
2001-04-04,30.5179,30.9985,30.1913,30.7994,17419915.901427
2001-04-05,30.7994,31.5397,30.5102,31.4956,18974533.735122
2001-04-06,31.4338,32.4253,31.3682,32.034,20339512.793021
2001-04-09,32.1959,32.3312,31.9565,32.3312,14305328.702629
2001-04-10,32.7441,32.7803,32.2096,32.6165,23016979.401462
2001-04-11,32.4312,32.6224,32.0076,32.1899,21505541.940735
2001-04-12,31.9488,32.39,31.9418,32.235,15334777.550548
2001-04-16,32.4253,32.9235,32.2587,32.8146,8836379.722334
2001-04-17,32.9078,33.5433,32.8931,33.4736,14233086.087845
2001-04-18,33.4736,33.4736,32.4901,33.2951,18108471.790957
2001-04-19,33.051,33.0579,32.5028,32.9078,10401154.044749
2001-04-20,32.5734,32.849,32.2174,32.644,11984273.269978
2001-04-23,32.7274,32.9902,32.2026,32.5656,9102496.0423988
2001-04-24,32.7803,32.9235,32.6224,32.7872,11029604.119567
2001-04-25,32.7872,33.3746,32.7803,33.3098,9162881.2625226
2001-04-26,33.2265,33.913,32.8067,33.8609,15189163.482325
2001-04-27,33.8609,33.913,33.4541,33.8021,12494197.3254
2001-04-30,33.9845,34.269,33.9493,34.1885,12223289.304483
2001-05-01,34.2326,34.5867,34.112,34.2994,12906766.949655
2001-05-02,34.2994,34.7289,33.9571,34.5495,15059070.690685
2001-05-03,34.6298,34.6298,34.0405,34.2886,8978329.9086339
2001-05-04,34.2925,34.6769,34.2326,34.6435,7968630.128687
2001-05-07,34.7965,34.8701,34.5024,34.7632,8820297.595469
2001-05-08,34.7632,34.7632,34.3758,34.7142,7403111.5342662
2001-05-09,34.7142,34.8642,34.3758,34.8201,12812230.026351
2001-05-10,34.8201,34.8985,34.4102,34.4563,17591774.703601
2001-05-11,34.5543,34.6632,34.368,34.464,10047278.931954
2001-05-14,34.5367,34.7289,34.5111,34.6563,5758479.2699842
2001-05-15,34.6563,34.7142,34.1454,34.4023,12704714.007826
2001-05-16,34.5495,35.4811,34.3366,35.3595,15742265.87126
2001-05-17,35.2927,35.8605,35.0456,35.6771,13998581.329052
2001-05-18,36.146,36.146,35.2457,35.791,16242883.890934
2001-05-21,35.6144,35.7773,35.2035,35.6614,10930832.266782
2001-05-22,35.6614,35.7488,34.9955,35.0839,9165985.313894
2001-05-23,35.278,35.3525,34.5171,34.6367,14349632.815616
2001-05-24,34.8701,34.8701,34.2994,34.5367,14888910.754998
2001-05-25,34.6093,34.6367,34.3601,34.464,6155243.1136023
2001-05-29,34.464,34.7632,34.3758,34.5308,11975518.906962
2001-05-30,34.6769,34.7632,34.1945,34.4102,13132239.979473
2001-05-31,34.6916,34.6975,34.1581,34.3601,11589197.075842
2001-06-01,34.3601,34.7965,34.2326,34.7289,11242101.113348
2001-06-04,34.7289,35.6507,34.722,35.4878,12918337.800807
2001-06-05,35.6076,36.3146,35.6076,36.2165,14892296.251237
2001-06-06,36.2165,36.6765,36.146,36.5352,14747528.557072
2001-06-07,36.5352,36.6638,36.3783,36.5215,12724472.253349
2001-06-08,36.4147,36.499,35.8124,36.1518,7687002.7293157
2001-06-11,35.8605,36.0253,35.4644,35.9253,8847955.6721263
2001-06-12,35.8988,36.146,35.7055,36.0744,10908825.521498
2001-06-13,35.8252,36.146,35.791,35.94,8215128.925663
2001-06-14,36.2381,36.294,35.9665,36.0812,7429636.6933565
2001-06-15,36.0812,37.0305,36.0744,36.8814,14665973.788175
2001-06-18,36.499,37.3718,36.4911,36.8745,9228912.7153806
2001-06-19,37.2355,37.8238,37.0677,37.762,12561922.546105
2001-06-20,37.9886,38.4151,37.917,37.9955,12868531.236704
2001-06-21,37.7757,38.0798,37.3571,37.5757,11234900.815473
2001-06-22,36.8539,37.4119,36.5431,37.1276,14782516.437034
2001-06-25,36.6765,37.0677,36.5166,36.5715,15017305.699878
2001-06-26,36.1802,36.7451,35.784,36.2234,12925108.793287
2001-06-27,36.499,36.499,35.8684,35.9322,13645555.649501
2001-06-28,35.6507,37.2687,35.6144,36.9941,11707860.758489
2001-06-29,36.8598,37.0746,34.8201,35.4046,22388247.881775
2001-07-02,35.5085,36.8118,35.5085,36.2803,12954034.391578
2001-07-03,36.2861,36.3577,35.9135,36.1724,4525280.6532062
2001-07-05,35.7977,36.1724,35.791,36.0812,6776070.7232434
2001-07-06,35.8468,35.8988,35.435,35.7262,8095619.8886829
2001-07-09,36.146,37.0305,35.5625,36.9423,12594378.441982
2001-07-10,36.8187,37.457,36.499,37.2109,11939404.2278
2001-07-11,37.562,38.0582,37.2766,37.9091,17606726.972082
2001-07-12,37.9091,38.0866,37.2629,37.4502,16504051.472068
2001-07-13,37.2766,38.0082,37.2766,37.5963,7906831.565856
2001-07-16,37.5963,38.269,37.4346,38.0798,9516334.2080148
2001-07-17,37.6042,38.9653,36.8539,38.9162,17247778.713568
2001-07-18,38.8241,38.9242,38.1288,38.5564,17169187.273606
2001-07-19,38.7672,38.9242,38.0994,38.4151,13122363.915895
2001-07-20,38.1798,38.9015,37.9955,38.62,10021178.999349
2001-07-23,38.4426,38.5191,37.8542,37.9886,7066733.9304996
2001-07-24,37.7757,38.2279,37.302,37.3571,10120088.515386
2001-07-25,37.457,37.7395,36.9609,37.3501,13019364.271722
2001-07-26,36.9266,37.8797,36.9266,37.6974,8461765.3858898
2001-07-27,37.7041,37.917,37.3914,37.5688,6606472.6575642
2001-07-30,37.5757,37.6493,36.9609,37.5071,7520929.862582
2001-07-31,37.5071,38.5475,37.314,38.3416,11944904.639461
2001-08-01,38.3416,38.3985,37.7041,38.1288,9470049.7836738
2001-08-02,38.1288,38.269,37.4266,37.6974,8140912.1178911
2001-08-03,37.7757,38.0925,37.4777,37.9739,6724856.9347996
2001-08-06,38.0582,38.3092,37.5757,37.818,8879132.8293626
2001-08-07,37.314,38.2641,37.2423,38.2583,7645939.3112235
2001-08-08,37.7041,38.4073,37.7041,38.0671,6101629.9056852
2001-08-09,37.9886,38.3092,37.917,38.1748,6864683.0281275
2001-08-10,38.3416,39.0174,38.2426,38.9937,11800845.656107
2001-08-13,38.9937,39.6743,38.9937,39.4762,12358320.637776
2001-08-14,39.689,40.4333,39.6518,40.3892,16229055.362469
2001-08-15,40.503,40.8226,40.2559,40.398,15132867.37061
2001-08-16,40.0931,40.1107,38.6838,38.9015,16192789.763596
2001-08-17,38.9289,39.0644,37.5963,38.0925,18543901.672649
2001-08-20,38.269,38.981,38.269,38.8741,12562913.721511
2001-08-21,38.269,38.9359,38.269,38.4838,11182552.070007
2001-08-22,38.5397,38.9095,38.22,38.8241,9394426.7712892
2001-08-23,38.3092,39.0505,38.3014,38.725,7812720.8887662
2001-08-24,38.4907,38.981,38.4691,38.6975,8072197.7612361
2001-08-27,38.626,38.7956,38.4838,38.5191,5515222.1876302
2001-08-28,38.421,38.6123,38.0582,38.1798,6222971.3934912
2001-08-29,38.1798,38.2426,37.661,37.762,6701298.1638298
2001-08-30,37.7699,38.269,37.4266,37.6296,8255198.1091668
2001-08-31,37.7041,37.7041,37.0677,37.3571,9765932.977451
2001-09-04,39.2261,40.2617,38.981,39.7949,25726191.155514
2001-09-05,39.2996,40.044,39.1594,39.8587,16633440.651538
2001-09-06,40.044,40.5108,39.7949,40.3539,20403148.905317
2001-09-07,39.5478,39.8655,38.9095,39.4958,12812657.292292
2001-09-10,39.4762,39.8655,39.0174,39.4193,9463844.7401145
2001-09-17,40.398,40.398,38.8467,39.5615,17278539.821868
2001-09-18,38.6604,38.981,37.8238,38.626,18862075.096034
2001-09-19,38.626,38.6338,36.9266,37.9454,16838313.140685
2001-09-20,37.2109,37.7326,37.101,37.101,13171324.105938
2001-09-21,35.791,38.981,35.5772,37.0226,23786381.349081
2001-09-24,38.0239,38.1288,36.6765,37.1413,18233487.357964
2001-09-25,37.1413,37.6679,36.8539,37.5198,12652227.599109
2001-09-26,37.867,38.3632,37.2766,38.3632,12830572.889711
2001-09-27,38.4348,39.0084,38.1082,38.6123,14116251.79684
2001-09-28,39.1203,39.2635,38.5564,39.2635,14925595.461989
2001-10-01,39.2635,39.2996,38.6604,39.2772,11854738.269437
2001-10-02,38.6604,39.0839,38.0994,38.9731,13750249.061523
2001-10-03,38.3416,38.5887,37.5963,38.4612,15304018.481703
2001-10-04,38.981,39.1594,38.4691,38.5887,11532477.777097
2001-10-05,38.6975,39.4762,38.6671,39.329,9419682.3692899
2001-10-08,39.1594,39.7439,39.0174,39.5233,7651304.0990897
2001-10-09,39.5086,39.5478,39.0644,39.2929,5735619.0125458
2001-10-10,39.0241,39.8528,38.981,39.7164,8883369.7983008
2001-10-11,39.0839,39.2839,38.2024,38.9359,14954240.635141
2001-10-12,38.626,39.3233,38.4838,39.2261,7897519.411742
2001-10-15,39.0839,39.4919,38.88,39.4919,6789900.271436
2001-10-16,39.689,40.4676,39.4762,40.2342,19932580.223952
2001-10-17,40.7168,41.213,40.398,40.9432,17432334.146367
2001-10-18,41.1081,41.3894,40.858,41.1629,12535112.882964
2001-10-19,41.1629,41.5297,40.9659,41.4022,9896588.6588267
2001-10-22,41.2561,41.871,41.2502,41.7916,12930754.006292
2001-10-23,41.7975,42.0426,41.4022,41.7101,10043189.823545
2001-10-24,41.717,42.2829,41.6356,41.9994,12114501.685414
2001-10-25,41.6729,41.871,40.9659,41.7916,8598209.0421615
2001-10-26,41.6729,41.8063,41.2825,41.5817,7734126.3896219
2001-10-29,41.213,42.1476,41.1542,41.5042,8758215.5483143
2001-10-30,41.6807,41.8848,40.8961,40.9992,11481396.553265
2001-10-31,40.9992,41.4562,40.7863,41.0424,9770447.3123461
2001-11-01,40.8079,42.0494,40.7746,41.7248,9535801.8311193
2001-11-02,41.7248,41.9446,41.5042,41.7975,6220994.1413201
2001-11-05,41.9005,42.0132,41.1542,41.4473,10557916.796824
2001-11-06,41.6238,41.815,41.0688,41.815,9640356.5601623
2001-11-07,41.815,42.4162,41.4611,41.6356,10390008.420081
2001-11-08,42.0779,42.3838,41.567,41.815,10344295.043299
2001-11-09,41.815,42.3681,41.7592,42.2094,8089692.2110806
2001-11-12,41.8848,42.375,41.717,41.8307,6172737.5634469
2001-11-13,41.8848,42.375,41.871,42.275,8006445.7137904
2001-11-14,42.275,42.7006,42.0347,42.5731,9277736.2619011
2001-11-15,42.7006,43.0125,42.2976,42.4162,5057928.3225432
2001-11-16,42.527,42.6202,42.0828,42.4672,8106767.5528063
2001-11-19,42.3917,42.5958,41.9926,42.4535,8449778.485801
2001-11-20,42.0975,43.1272,41.9926,43.0752,10355440.667966
2001-11-21,42.878,43.1959,42.8134,43.1272,8662130.6782366
2001-11-23,42.8055,43.2106,42.7849,43.2106,3503028.024251
2001-11-26,43.2106,43.2106,42.533,42.878,8735636.7357438
2001-11-27,42.527,43.0399,42.4603,42.533,9708644.6706041
2001-11-28,42.527,42.6869,42.4535,42.5183,10267819.538487
2001-11-29,41.7101,41.9622,41.1081,41.4473,17609409.875879
2001-11-30,41.2678,41.3199,40.7609,41.2825,19370311.501975
2001-12-03,40.9796,41.6307,40.9659,41.3267,11580027.683617
2001-12-04,40.7521,40.858,40.3618,40.5598,17540980.023276
2001-12-05,40.7354,40.7354,40.044,40.1107,18431021.885986
2001-12-06,39.7606,40.3264,39.342,39.4576,18075035.936681
2001-12-07,39.2772,40.2764,39.2772,40.148,14861251.658612
2001-12-10,40.044,40.0715,39.3467,39.3467,12660976.863487
2001-12-11,39.6184,40.3461,39.5086,39.79,16050141.063764
2001-12-12,39.689,39.9931,39.5154,39.7244,15737751.536365
2001-12-13,39.7312,40.2265,39.5841,39.8528,12868666.860499
2001-12-14,40.0793,40.1911,39.8528,39.9038,9476825.8747916
2001-12-17,40.0793,40.8226,39.9724,40.0058,11512300.423456
2001-12-18,40.5393,40.5658,40.142,40.2489,10429797.178444
2001-12-19,40.3618,41.1031,40.2696,40.8961,9846502.6893107
2001-12-20,41.0207,41.6944,40.9138,41.3267,11594277.359657
2001-12-21,41.717,42.3681,41.4964,42.3191,19459907.844169
2001-12-24,42.3191,42.3437,42.1044,42.1396,3419923.2691228
2001-12-26,41.8592,42.6506,41.8514,42.2907,5638259.4827394
2001-12-27,42.0573,42.5888,42.0573,42.5397,6406116.5427673
2001-12-28,42.5397,42.6289,42.3524,42.4221,5714169.0386311
2001-12-31,42.3113,42.3995,41.7298,41.8848,6995622.1938268
2002-01-02,41.7445,42.0269,40.8079,41.6023,9777502.8088765
2002-01-03,41.6023,41.6238,41.0207,41.5896,9046472.1980027
2002-01-04,41.5896,41.7445,41.0688,41.2041,6742213.7213935
2002-01-07,41.0344,41.4611,40.9345,41.0139,6322165.4135792
2002-01-08,41.1629,41.1766,40.398,40.7442,6357717.2030044
2002-01-09,40.3618,40.9659,40.2225,40.3353,9159209.222776
2002-01-10,40.1627,41.3827,40.1107,41.3032,7486501.8131736
2002-01-11,41.1629,41.4022,40.9295,41.2678,7272175.4277502
2002-01-14,41.5896,42.0426,41.4307,41.7592,7601493.4560751
2002-01-15,41.9072,42.1201,41.5601,41.9357,8694434.6346732
2002-01-16,42.0573,42.5183,41.815,41.815,8941499.3805687
2002-01-17,42.2251,42.5103,41.97,42.4054,7890040.7281817
2002-01-18,42.4054,42.5958,42.2545,42.3113,12627114.762998
2002-01-22,42.3191,42.4162,41.4768,41.9005,13549042.493755
